1调查地区,2年龄,3性别,4户口,5职业状况,6身体健康状况,7A ,7B ,7C ,7D,7E,7F ,7G ,7H,8worry_risk,9A,9B ,9C ,9D ,9E ,9F,9G,9H ,9I ,9J ,商业医疗保险,商业医疗保险购买条件,商业医疗保险不考虑,商业护理保险,护理保险购买条件,护理保险不考虑购买商业护理保险，主要原因,商业重大疾病保险,疾病保险保险产品购买条件,重大疾病不考虑购买原因,税前总收入
河北,36,1,4,4,2,0,0,1,0,0,0,0,0,收入低,0,0,1,0,0,0,0,0,0,0,1,太贵,-3,2,-3,太贵,2,-3,太贵,5
天津,35,2,4,4,3,0,0,0,1,0,0,0,0,收入低,0,0,0,0,1,0,0,0,0,0,2,-3,太贵,2,-3,太贵,2,-3,太贵,4
山西,32,2,4,3,2,0,0,0,0,1,0,0,0,收入低,0,0,0,1,0,0,0,0,0,0,2,-3,太贵,2,-3,太贵,2,-3,太贵,3
河南,36,2,3,4,3,0,0,1,0,0,0,0,0,自理能力，疾病，心里情绪,0,0,0,1,0,0,0,0,0,0,2,-3,我认为不会生病,1,长远考虑，体验服务,-3,1,服务态度,-3,4
重庆,35,1,1,3,1,0,0,1,0,0,0,0,0,老来没钱,0,0,0,0,0,0,0,1,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河南,50,1,3,2,3,0,0,0,1,1,1,0,0,没有固定收入来源，难以维持日常开销，居住环境不适合养老需要,0,0,0,0,0,0,0,1,0,0,1,信誉好，大众认同，没有污点,-3,2,-3,时间太长,2,-3,还是时间太长了,3
河南,30,2,4,8,2,1,0,1,0,0,0,0,0,无,1,1,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
浙江,54,1,1,5,4,1,0,0,0,1,1,1,0,收入 下有孩子教育结婚 上有父母养老身体护理 自己也不年轻了 自己父母身体很差 经常受到疾病的折磨 自己要拿命工作 还有时刻关注老人身体 照顾老人 老人因为身体 叫喊 折磨我身心,0,0,0,0,0,0,0,1,0,0,2,-3,钱哪来实际支出还有很多很多 不愿意花着虚无的钱,2,-3,钱哪来实际支出还有很多很多 不愿意花着虚无的钱,2,-3,钱哪来实际支出还有很多很多 不愿意花着虚无的钱,3
重庆,40,1,1,3,1,0,0,1,0,0,0,0,0,老了没钱,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河北,34,1,3,3,4,0,0,0,1,0,0,0,0,收入低,0,0,1,0,0,0,0,0,0,0,2,-3,太贵,2,-3,太贵,2,-3,太贵,4
河南,33,2,3,2,1,0,0,1,0,0,0,0,0,心理情绪,0,0,0,0,0,1,1,0,0,0,2,-3,身体好 不值,2,-3,儿女孝顺,2,-3,身体好 不生病,3
辽宁,30,2,2,1,1,0,1,0,1,0,0,0,0,怕死,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,贫穷,7
重庆,48,1,1,3,1,0,0,1,0,0,0,0,0,老了没钱,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河南,31,2,3,4,3,1,1,1,0,0,0,0,0,无,1,0,1,0,1,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,3
河南,42,1,5,4,1,0,0,1,0,0,0,0,0,开销，收入，心理情绪,1,0,0,1,0,0,0,0,0,0,2,-3,身体健康,1,体验一下，服务态度,-3,1,报销的额度大，态度 实力,-3,4
河南,49,2,7,7,4,1,0,1,0,0,0,0,0,疾病 开销,0,0,0,0,0,1,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,35,1,1,3,1,0,0,1,0,0,0,0,0,老了没钱,0,0,0,0,0,0,0,0,1,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
辽宁,35,2,5,8,1,0,0,0,0,0,0,0,1,居住环境,0,0,0,0,0,0,0,0,1,0,2,-3,不感兴趣,2,-3,不感兴趣,2,-3,不感兴趣,1
辽宁,50,2,1,2,3,0,0,0,0,1,1,0,0,疾病,1,0,0,1,0,0,0,0,0,0,1,投资少回报大,-3,1,回报大,-3,1,回报率高,-3,2
河南,31,1,2,6,4,1,1,1,0,0,0,0,0,死亡,1,0,1,0,0,1,0,0,0,0,1,看价格,-3,2,-3,没能力支付,2,-3,没钱,1
河南,30,2,3,6,2,1,1,0,0,0,1,1,0,癌症,1,0,0,1,0,0,0,0,0,0,1,安全，有保障,-3,1,安全，有保障,-3,1,安全，有保障,-3,1
山东,30,1,1,8,3,0,1,1,0,0,0,0,0,疾病,0,0,0,0,0,0,1,0,0,0,2,-3,没钱,1,足够优惠,-3,2,-3,没钱,1
重庆,38,1,1,3,1,0,0,1,0,0,0,0,0,老了没有钱,0,0,0,0,0,0,0,0,1,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河北,31,2,3,3,3,1,1,1,0,0,0,0,0,居住环境，社区保险，自理活动的能力,1,0,0,0,0,0,0,0,0,0,1,社会服务，金额需求,-3,2,-3,公司良好的信誉，公司的发展，每年给一定的反红利润,2,-3,资金问题,2
重庆,45,1,1,3,1,0,0,1,0,0,0,0,0,老了没有人照顾,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河南,30,1,1,2,1,1,0,0,0,1,0,0,0,收入偏低,1,1,0,1,0,1,0,0,0,0,1,性价比高，包含商业病种类齐全,-3,1,险种多，缴费时间不超过五年。,-3,1,病种类多,-3,1
河南,40,2,1,8,2,0,1,1,0,0,0,1,0,经济来源   身体健康方面,1,1,0,1,1,0,0,0,0,0,2,-3,没想那么多,2,-3,不想从商,1,质量一旦出现问题会给予赔偿及相应处理,-3,1
河南,32,2,3,5,2,1,1,0,1,0,0,0,0,心理疾病,0,0,0,0,0,0,1,0,0,0,1,未来做保障,-3,1,利润大,-3,2,-3,缴费多,1
河南,43,2,3,2,3,0,1,1,0,0,1,0,0,疾病的问题，老年人身体多少都会有些毛病，不一定哪天就查出来得上什么大病。,0,0,0,0,0,1,0,0,0,0,1,说明看病费用报销流程及费用限额，及售后服务。,-3,1,必要的护理服务要有安全可信的资格证。,-3,2,-3,之前已购买适当的医保,1
重庆,40,1,1,3,1,0,0,1,0,0,0,0,0,老了没有人照顾,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河南,32,1,1,6,2,0,0,1,0,0,0,0,0,疾病,1,0,0,1,0,1,1,0,0,0,1,医疗费70%保障,-3,1,保障起居，保障收入,-3,1,全保,-3,1
河南,35,1,2,1,1,0,1,0,0,0,0,0,0,难以自理有没有照顾，还有没资金生活,1,0,0,0,0,0,0,0,0,0,1,时间短，资金不会太多,-3,1,信誉好,-3,1,能及时联系上,-3,3
河南,41,1,5,1,2,0,1,0,0,0,0,0,0,家庭关系，心里情绪，疾病,1,1,0,0,0,0,0,0,0,0,2,-3,身体好,1,体验，服务态度,-3,1,报销费用大约多少,-3,5
河南,31,1,2,1,2,0,0,1,0,1,0,1,0,开销大,1,0,0,1,1,0,1,0,0,0,1,无,-3,1,无,-3,1,无,-3,1
河南,42,2,3,5,2,0,1,1,0,0,1,1,0,赡养问题,1,0,1,1,1,0,0,0,0,0,1,没想好,-3,1,没想好,-3,1,没想好,-3,4
河南,31,1,3,6,1,1,0,0,0,0,0,1,0,随着年龄的增加，疾病增多令我担心,1,0,0,0,0,0,0,0,0,0,2,-3,时间太短没必要购买,2,-3,生活不能自理时尚有子女，不需要保险公司照顾,2,-3,患重大疾病的概率较小，没必要购买,3
重庆,35,1,1,3,1,0,0,1,0,0,0,0,0,老了没钱,0,0,0,0,1,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
重庆,30,1,1,2,1,0,0,1,0,0,0,0,0,老了身边没有人,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
辽宁,35,1,2,2,2,0,0,0,0,0,0,1,0,有病,0,1,0,0,0,0,0,0,0,0,1,真实,-3,1,真实,-3,1,真实,-3,3
河南,45,1,1,2,3,0,0,0,0,0,1,0,0,嗯嘛,0,0,1,0,0,0,0,0,0,0,2,-3,嗯嘛,2,-3,嗯嘛,1,嗯嘛,-3,2
河南,32,1,4,3,1,1,0,0,1,0,1,0,0,将来不会连累子女,1,0,1,1,0,0,0,0,0,0,1,未来考虑,-3,1,随意,-3,1,没想好,-3,5
重庆,59,1,1,7,1,1,0,0,0,0,0,0,0,老了身边没有人,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,1
河南,36,1,1,4,3,1,1,1,0,0,0,0,0,开销,0,0,0,0,0,0,0,0,1,0,2,-3,不需要，有经济条件！,2,-3,家有条件！不需要保险！,2,-3,不缺钱！不会买,4
辽宁,50,1,1,2,3,1,1,0,1,0,0,0,0,疾病,1,0,0,1,0,0,0,0,0,0,2,-3,风险大,2,-3,风险大时间长,2,-3,风险大,2
河南,46,2,3,6,3,1,0,0,1,1,1,1,0,家庭收入少，不能支持开销，患有糖尿病，常年吃药,0,0,0,0,0,1,1,0,0,0,1,报销多,-3,2,-3,家庭支付不起，没有多余的钱,2,-3,有医保，报销少，常年交保险支付不起,1
河南,55,1,1,4,3,0,0,0,0,1,0,0,0,没有固定收入来源，,1,0,0,0,0,0,0,0,0,0,2,-3,年年弄太麻烦,1,本地有分点的,-3,1,信誉好，本地能报销,-3,1
河南,40,1,2,2,2,1,0,0,0,0,0,1,0,疾病自理活动能力下降,1,0,0,0,0,0,1,0,0,0,2,-3,身体健康,2,-3,身体康健,2,-3,没有那么多的钱支付,3
河南,30,2,6,8,1,1,0,0,0,0,0,0,0,没考虑过,0,0,0,0,0,0,0,1,0,0,2,-3,没有用,2,-3,不需要,2,-3,没有用,3
河南,50,1,2,5,2,0,1,0,0,1,0,0,0,收入，开销，生病,0,1,0,0,0,0,0,0,0,0,1,有保障,-3,1,安全，,-3,2,-3,不实用,5
重庆,40,1,1,3,1,0,0,1,0,0,0,0,0,老了没有钱,0,0,0,0,1,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,2
河南,36,1,2,2,2,1,0,0,0,1,1,1,0,死亡,1,1,1,1,0,0,0,0,0,0,1,无,-3,1,无,-3,2,-3,无,3
重庆,50,1,1,7,1,1,0,0,0,0,0,0,0,没有钱用,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,没保障,2,-3,没钱,1
河南,31,2,2,1,1,1,1,0,0,0,0,0,0,居住环境 疾病,1,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱没必要,2,-3,太贵,3
河南,54,2,2,4,2,1,1,0,0,0,1,0,0,赡养问题,1,1,1,0,0,0,0,0,0,0,1,利润大,-3,1,利润大,-3,1,利润大,-3,3
河南,31,1,1,2,2,1,0,0,1,1,0,0,0,收入，疾病,1,0,0,0,0,1,0,0,0,0,2,-3,太贵,2,-3,太贵,2,-3,太贵,1
山东,33,1,1,6,1,1,0,0,1,1,1,1,0,居住环境不好，经济收入不稳定,1,0,0,0,0,0,0,0,0,0,2,-3,很健康,1,长期有效，国家担保,-3,1,国家担保,-3,1
重庆,59,1,1,7,1,1,0,0,0,0,0,0,0,老了没人照顾,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,40,2,3,5,2,0,0,1,0,0,0,0,0,突然重大疾病    收入,1,0,0,1,0,0,0,0,0,0,2,-3,不认为会患病,2,-3,缴费时间长,2,-3,不认为会得病,2
河南,36,1,1,6,3,1,1,0,1,1,1,1,0,疾病 自理能力 开销,1,0,0,0,0,0,0,0,0,0,2,-3,资金不足 能力不够,2,-3,资金不许,2,-3,不够了解,1
河南,40,2,2,6,2,0,0,0,0,0,0,1,0,家庭关系、疾病,0,0,0,0,1,0,0,0,0,0,2,-3,怕不靠谱,1,看护理是否细心里,-3,2,-3,单位有保险,2
河南,34,1,2,3,2,0,1,1,0,1,1,1,0,让子女少操心,1,1,1,0,0,0,0,0,0,0,1,无,-3,1,无,-3,1,无,-3,3
河南,49,2,3,4,3,1,0,0,0,0,1,0,0,收入居住环境自理,1,0,0,1,0,0,1,0,0,0,2,-3,没有什么严重的潜在疾病,1,医疗报销  生活补助金,-3,1,免费的定期体检,-3,3
重庆,59,2,1,7,1,1,0,0,0,0,0,0,0,老了身边没有人,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,45,2,4,4,2,1,1,1,1,1,0,1,0,疾病,0,1,1,1,1,0,0,0,0,0,1,便宜，性价比高,-3,1,性价比高，价钱合适,-3,1,性价比高，价钱适宜,-3,1
河南,31,2,1,1,1,1,1,0,0,0,0,0,0,收入低,1,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
河南,40,2,1,5,2,1,1,0,1,1,1,1,0,收入 居住环境,1,0,0,0,0,0,1,0,0,0,2,-3,不够了解,2,-3,不够了解,2,-3,不够了解,1
重庆,59,2,1,7,1,1,0,0,0,0,0,0,0,老了身边没有人,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,50,2,1,5,3,1,1,1,1,1,1,1,0,包括收入～开销～居住环境～家庭关系～心理情绪～疾病～自理～或活动能力,0,0,0,0,0,0,0,1,0,0,1,好就行，别扯那没用的，兄弟，,-3,1,你不得有用嘛，老弟，,-3,1,你这问题这么多啊，啊兄弟,-3,1
河南,50,1,4,2,3,0,1,0,0,1,0,0,0,居住环境，自理，,0,0,1,0,1,0,0,0,0,0,1,有保险，适用,-3,2,-3,缴费时间长,1,适用,-3,6
河南,49,2,5,1,1,0,0,0,1,0,0,0,0,疾病，心理，家庭关系,1,1,1,0,0,0,0,0,0,0,2,-3,身体足够好,1,体验,-3,1,报销额度,-3,6
河南,30,1,3,2,1,0,1,0,1,0,0,0,0,第一，我对家人的身体担心第二，我对她的学习以及未来担心第三，我对兄弟的学业忧虑,1,0,1,1,0,0,0,0,0,0,2,-3,第一，我够用，没必要。第二，担心风险。第三，我认为他的前途不好,1,1，我需要2，我认为他会对我有用,-3,1,同上,-3,4
甘肃,50,1,1,5,3,1,0,0,0,1,1,0,0,我现在担心以后生活无法自理时儿女不在身边照顾不到，现在社会竞争这么激烈，儿女几乎一年才回家一趟，所以我现在最担心这个,0,0,0,0,0,1,1,0,0,0,1,如果报销额度大，又缴的钱我能自付的话我会考虑买的,-3,2,-3,家里老婆子可以照顾，再说那缴的费用很多,2,-3,因为那种病不常的,2
重庆,59,2,1,7,1,1,0,0,0,0,0,0,0,老了身边没人,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,42,1,2,3,2,1,1,1,1,1,1,1,0,疾病 心理情绪,0,0,0,0,1,1,1,0,0,0,1,条件合理,-3,1,条件合理,-3,1,条件合理,-3,2
河北,38,2,1,2,3,1,0,1,1,1,0,0,0,心理情绪。家庭关系,0,0,0,0,0,1,1,0,0,0,1,钱合理，有用,-3,2,-3,钱多,1,有效期长，钱合理,-3,1
河南,45,2,2,6,3,1,1,0,0,0,0,0,0,难以维持日常开销，居住环境不适合养老需要,0,0,0,1,1,0,0,0,0,0,1,有本地的分点,-3,1,信誉好,-3,2,-3,时间太长哦麻烦,3
重庆,59,2,1,7,1,1,0,0,0,0,0,0,0,老了身边没有人,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,35,1,4,1,1,0,0,0,1,0,0,0,0,心理，疾病家庭关系,1,1,1,1,0,0,0,0,0,0,1,有线买保障,-3,1,护理体验一下，态度要好,-3,1,报销多少,-3,5
河南,48,2,3,4,1,0,0,0,0,0,1,0,0,破产，没有钱,0,1,0,1,0,0,0,0,0,0,1,能全部报销看病的费用,-3,2,-3,有儿女，不需要,2,-3,身体健康，不需要,6
河南,45,2,1,2,3,0,0,1,0,0,0,0,0,自理或活动能力,1,0,0,1,0,0,0,0,0,0,2,-3,没闲钱,1,1接近于养老院，2一对一服务,-3,1,15年后没病应一次性返还一,-3,1
河南,53,2,5,2,2,1,1,0,1,1,1,1,0,开销 居住环境,1,0,0,0,0,1,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,3
河南,40,2,1,5,3,0,0,1,0,0,0,0,0,开销居住环境收入,0,0,0,0,1,0,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
重庆,59,2,1,8,1,1,0,0,0,0,0,0,0,老了身边没有人,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河北,36,1,5,8,1,1,1,0,0,0,0,0,0,活动能力下降会使我懒惰,1,1,0,1,0,0,1,0,0,0,1,金钱，保障，心安,-3,2,-3,不需要,2,-3,不需要,7
河南,42,1,3,2,1,0,0,0,1,0,0,0,0,开销,0,0,1,0,0,0,0,0,0,0,1,全额付款,-3,2,-3,时间长,2,-3,没有疾病,4
河南,30,1,2,2,2,0,0,0,0,1,0,0,0,得慢性病,0,0,0,1,0,0,0,0,0,0,1,医院给报销,-3,1,每月给点钱,-3,2,-3,会好好锻炼身体的,4
河南,55,1,3,1,4,1,0,0,0,0,1,1,0,疾病 心理 活动能力,0,0,0,0,1,1,0,0,0,0,1,报销及时 金额多,-3,1,报销及时 金额多,-3,1,报销及时 金额多,-3,2
河南,35,1,2,2,2,1,0,0,0,0,0,0,0,供养子女,1,1,0,0,0,0,0,0,0,0,1,真实,-3,1,真实可靠,-3,1,真实可靠,-3,3
重庆,59,1,1,7,1,1,0,0,0,0,0,0,0,老了没钱用,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,56,1,2,1,2,1,1,0,1,1,1,1,0,家庭关系,1,0,0,0,0,1,1,0,0,0,2,-3,不需要,2,-3,不需要,2,-3,不需要,4
河南,30,2,2,8,2,0,0,0,1,0,0,1,0,收入以及疾病,1,0,0,0,1,0,0,0,0,0,1,合理性风险性,-3,1,服务周到,-3,2,-3,开销过大,3
河南,40,2,2,5,3,0,0,1,0,0,0,0,0,开销收入居住,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
河南,49,2,5,4,2,0,0,1,0,0,1,0,0,收入,0,0,0,0,0,0,0,1,0,0,1,生病时，所有费用都会报销,-3,1,适用，有保障,-3,1,适用，有保障,-3,4
山东,45,2,1,8,3,1,0,0,0,0,0,0,0,开销拮据,1,0,1,0,0,0,0,0,0,0,1,保障好,-3,1,保障好,-3,1,保障好,-3,1
河南,34,2,3,3,2,1,1,1,1,1,1,1,0,入不敷出，患有重大疾病,1,1,1,1,1,1,1,0,0,0,1,未来能减轻子女负担,-3,2,-3,没钱,2,-3,钱不够,1
河南,55,2,3,1,1,1,0,0,0,0,0,0,0,失去能力,1,1,1,1,0,0,0,0,0,0,2,-3,不需要 有儿有女,2,-3,有孩子,2,-3,有孩子了,3
河北,44,1,1,2,1,1,0,0,0,0,0,0,0,开销，自理或活动能力下降生活压力大,0,0,0,0,0,0,1,0,0,0,2,-3,资金不足,2,-3,资金,2,-3,资金不足,2
河南,42,2,3,5,2,1,1,0,1,1,1,1,0,收入,1,0,0,0,0,1,1,0,0,0,2,-3,不了解,2,-3,不了解,2,-3,不了解,1
河南,47,1,4,3,1,0,0,0,1,0,0,0,0,收入，自理，心理情绪,0,0,0,1,0,0,0,0,0,0,1,报销额度,-3,1,服务态度好，公司实力强,-3,1,服务态度,-3,3
辽宁,32,2,1,8,1,1,0,0,0,0,0,0,0,疾病,1,0,0,0,0,0,0,0,0,0,1,缴费问题,-3,2,-3,我觉得可以保护好自己，多锻炼,2,-3,我可以保护好自己不得这些病,5
河南,45,2,2,5,3,0,0,1,0,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
山东,56,1,2,1,1,1,0,0,0,0,1,0,0,怕子女不常在身边自己又不小心得病,1,0,1,1,0,0,0,0,0,0,1,方便性，服务全面,-3,1,方便，服务好,-3,1,方便，服务好,-3,1
河南,45,2,3,5,3,0,0,0,1,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
河南,57,1,2,7,3,1,1,0,1,1,1,1,0,居住环境,1,0,0,1,1,1,1,0,0,0,1,保障好,-3,1,赔偿合理,-3,2,-3,资金不足,2
河南,36,1,2,4,1,1,0,0,0,0,0,0,0,开销，老了不能挣钱,1,0,0,0,0,0,0,0,0,0,1,随时购买，价格公道,-3,2,-3,不需要,1,实惠，可靠,-3,2
重庆,59,1,1,8,1,1,0,0,0,0,0,0,0,老了没钱,1,0,0,0,0,0,0,0,0,0,2,-3,不相信,2,-3,没保障,2,-3,没钱,1
河南,36,1,6,4,3,0,1,0,0,0,0,0,0,家庭关系不和,1,0,0,0,0,0,0,0,0,0,2,-3,麻烦每年都要买,1,信誉好，离得近,-3,1,长期存在,-3,2
河南,46,2,3,5,3,0,0,1,0,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
河南,50,2,3,5,3,0,0,0,1,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
河南,30,2,1,6,2,0,1,1,0,0,0,0,0,年纪大了无收入，生活没有保障；因年老体弱没有自理能力,1,0,0,0,1,0,1,0,0,0,1,便捷，能尽早的报销全额的医疗费,-3,2,-3,所交金额年限太长，让人缺乏安全感；害怕因公司倒闭而使合同失效,2,-3,所交金额年限太长，让人缺乏安全感；害怕因公司倒闭而使合同失效,3
安徽,30,1,1,1,1,1,1,0,0,0,0,0,0,1-家庭关系；2-居住环境；3-收入开销,1,0,0,0,0,0,0,0,0,0,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,3
湖南,49,1,1,1,3,1,1,0,1,1,1,1,0,重大疾病,0,0,0,0,0,1,1,0,0,0,1,保险力度大，范围广,-3,2,-3,投保时间过长,1,保险力度大，范围广,-3,3
辽宁,36,2,1,1,2,0,1,0,0,0,0,0,0,生病，心里情绪，,1,0,0,0,0,0,0,0,0,0,1,保率高，价钱低,-3,2,-3,不会失业,1,出保快，保率高,-3,5
河南,50,2,3,5,3,0,0,1,0,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
河南,48,2,3,5,3,0,0,0,1,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
辽宁,42,2,2,1,1,0,0,0,0,0,1,0,0,疾病,1,0,0,0,0,0,0,0,0,0,2,-3,不感兴趣,2,-3,不感兴趣,2,-3,不感兴趣,6
江苏,38,1,1,1,1,1,1,0,0,1,0,0,0,1-家庭关系；2-居住环境；3-收入开销,1,0,0,0,0,0,0,0,0,0,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,4
河南,35,1,2,2,1,0,1,0,0,0,0,0,0,居住环境不适合养老需要,1,0,0,0,0,0,0,0,0,0,2,-3,嫌麻烦,2,-3,太麻烦，年年都要交,2,-3,同上。太麻烦了,2
河南,36,1,1,2,2,1,1,0,1,0,0,0,0,没有住房,1,0,0,0,1,0,1,0,0,0,1,诚实守信,-3,1,诚实守信,-3,1,诚实守信,-3,3
河南,40,2,1,2,4,1,0,0,0,0,0,0,0,收入,1,0,0,0,0,0,0,0,0,0,2,-3,收入,1,未来回馈大,-3,1,简单,-3,3
湖南,42,1,1,5,3,1,0,1,1,0,1,0,0,收入，开销，疾病,1,0,0,0,0,0,1,0,0,0,2,-3,经济条件,2,-3,经济条件,2,-3,经济条件,1
河南,50,2,3,5,3,0,0,1,0,0,0,0,0,收入,0,0,0,0,1,0,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,1
辽宁,44,1,1,1,2,1,0,0,0,0,0,0,0,疾病,1,0,0,0,0,0,0,0,0,0,2,-3,没兴趣,2,-3,没兴趣,2,-3,没兴趣,6
湖南,31,2,2,8,3,1,0,0,0,1,1,0,0,疾病缠身,0,0,0,1,1,0,0,0,0,0,2,-3,不想买,2,-3,没必要,2,-3,不想买,3
河南,48,2,3,5,3,0,0,1,0,0,0,0,0,收入,0,0,0,0,0,1,0,0,0,0,2,-3,k价格,2,-3,价格,2,-3,价格,1
河南,30,2,1,2,3,0,0,1,0,0,0,0,0,疾病,0,0,0,1,0,0,0,0,0,0,1,有保障,-3,1,有保障,-3,1,有保障,-3,2
河南,33,1,3,3,2,1,0,0,0,0,0,0,0,不知道,1,0,0,0,0,0,0,0,0,0,1,不知道,-3,1,不知道,-3,1,不知道,-3,1
湖南,35,2,2,1,2,1,0,0,0,0,0,1,0,主要是生活开销方面吧，还有就没有人照顾啊，又没有钱请人,1,0,0,1,0,0,1,0,0,0,1,报销费用多，生病种类涵盖范围广,-3,1,经济补偿满足需求，护理服务质量上乘,-3,2,-3,长期缴费压力大，患病几率不大,2
河南,45,2,4,4,1,0,0,0,0,0,0,1,0,怕生病，常言道一病回到解放前,1,0,0,0,0,0,0,0,0,0,1,信誉好，离得近,-3,1,保险是个不错的选择,-3,1,信誉好，公司做的大,-3,2
河南,58,2,3,3,4,1,0,0,0,0,0,0,0,疾病  自理能力下降,1,0,0,0,1,0,0,0,0,0,1,保的内容多,-3,1,保的内容多,-3,1,保的的内容多,-3,6
山西,33,1,1,3,2,1,1,1,1,0,0,0,0,无,0,1,0,1,1,0,0,0,0,0,1,无,-3,1,无,-3,1,无,-3,3
河南,50,1,5,5,2,0,0,1,0,0,0,0,0,收入 疾病,1,0,0,0,0,0,1,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
安徽,39,1,1,1,1,1,1,0,0,1,0,0,0,1-家庭关系；2-居住环境；3-收入开销,1,0,0,0,0,0,0,0,0,0,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,4
河南,38,1,2,2,3,0,0,1,0,1,0,0,0,收入多 开销少   活动能力争强,0,0,0,1,0,1,1,0,0,0,1,支付医疗费和生活费,-3,1,服务到位就可以,-3,1,如果我的条件允许，就买,-3,1
河南,42,1,1,4,1,1,1,1,1,1,1,0,0,家庭关系，疾病，自理能力下降,1,1,0,0,1,0,0,0,0,0,2,-3,不知道，没想过,1,合适就行,-3,1,合适就行，没要求,-3,2
江苏,32,2,5,3,1,1,1,0,0,0,1,0,0,1-家庭关系；2-居住环境；3-收入开销,1,0,0,0,0,0,0,0,0,0,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,1,1-便宜，2-效果好，3-售后服务要有保障,-3,3
湖南,32,2,2,8,2,1,0,0,0,1,0,0,0,开销,1,0,0,1,0,0,0,0,0,0,1,风险低,-3,1,风险低,-3,2,-3,风险低,2
湖南,42,2,3,8,1,0,1,0,0,0,0,0,0,无,0,0,0,0,0,0,0,0,1,0,2,-3,不知道,2,-3,不知道,2,-3,没钱,7
山西,30,1,2,1,2,0,0,0,1,0,0,0,0,居住环境 家庭关系 心理情绪 疾病 收入 开销 活动能力下降,1,1,1,0,0,0,0,0,0,0,2,-3,报销问题 活动能力下降 异地就医不管,2,-3,身故丧葬费低没有生命保额没有投资功能,2,-3,价格太高,2
